Stock,URL
SAMKRG,https://www.bseindia.com/stock-share-price/SAMKRG-PISTONS-&-RINGS-LTD.-$/SAMKRG/520075
ECSTSTL,https://www.bseindia.com/stock-share-price/EAST-COAST-STEEL-LTD./ECSTSTL/520081
RATNAMANI,https://www.bseindia.com/stock-share-price/RATNAMANI-METALS-&-TUBES-LTD.-$/RATNAMANI/520111
VESUVIUS,https://www.bseindia.com/stock-share-price/VESUVIUS-INDIA-LTD./VESUVIUS/520113
ASAL,https://www.bseindia.com/stock-share-price/AUTOMOTIVE-STAMPINGS-&-ASSEMBLIES-LTD./ASAL/520119
ARCEEIN,https://www.bseindia.com/stock-share-price/ARCEE-INDUSTRIES-LTD./ARCEEIN/520121
ABCINDQ,https://www.bseindia.com/stock-share-price/ABC-INDIA-LTD.-$/ABCINDQ/520123
BALTE,https://www.bseindia.com/stock-share-price/BALURGHAT-TECHNOLOGIES-LTD./BALTE/520127
COARO,https://www.bseindia.com/stock-share-price/COASTAL-ROADWAYS-LTD./COARO/520131
SIBARAUT,https://www.bseindia.com/stock-share-price/SIBAR-AUTO-PARTS-LTD./SIBARAUT/520141
SHREYAS,https://www.bseindia.com/stock-share-price/SHREYAS-SHIPPING-&-LOGISTICS-LTD./SHREYAS/520151
STARLOG,https://www.bseindia.com/stock-share-price/Starlog-Enterprises-Ltd/STARLOG/520155
SHVSUIT,https://www.bseindia.com/stock-share-price/SHIVA-SUITINGS-LTD./SHVSUIT/521003
TITANIN,https://www.bseindia.com/stock-share-price/Titan-Intech-Ltd/TITANIN/521005
EUROTEXIND,https://www.bseindia.com/stock-share-price/EUROTEX-INDUSTRIES-&-EXPORTS-LTD./EUROTEXIND/521014
ICIL,https://www.bseindia.com/stock-share-price/INDO-COUNT-INDUSTRIES-LTD./ICIL/521016
MARALOVER,https://www.bseindia.com/stock-share-price/MARAL-OVERSEAS-LTD./MARALOVER/521018
SOMATEX,https://www.bseindia.com/stock-share-price/SOMA-TEXTILES-&-INDUSTRIES-LTD./SOMATEX/521034
ADVLIFE,https://www.bseindia.com/stock-share-price/ADVANCE-LIFESTYLES-LTD./ADVLIFE/521048
KAKTEX,https://www.bseindia.com/stock-share-price/KAKATIYA-TEXTILES-LTD./KAKTEX/521054
OCTAVE,https://www.bseindia.com/stock-share-price/Perfect-Octave-Media-Projects-Ltd/OCTAVE/521062
TRIDENT,https://www.bseindia.com/stock-share-price/TRIDENT-LTD./TRIDENT/521064
HISARSP,https://www.bseindia.com/stock-share-price/HISAR-SPINNING-MILLS-LTD./HISARSP/521068
ALOKTEXT,https://www.bseindia.com/stock-share-price/ALOK-INDUSTRIES-LTD./ALOKTEXT/521070
PASARI,https://www.bseindia.com/stock-share-price/PASARI-SPINNING-MILLS-LTD./PASARI/521080
AMARJOTHI,https://www.bseindia.com/stock-share-price/AMARJOTHI-SPINNING-MILLS-LTD./AMARJOTHI/521097
OLYMPTX,https://www.bseindia.com/stock-share-price/OLYMPIA-INDUSTRIES-LTD./OLYMPTX/521105
NAGREEKEXP,https://www.bseindia.com/stock-share-price/NAGREEKA-EXPORTS-LTD.-$/NAGREEKEXP/521109
SUDTIND-B,https://www.bseindia.com/stock-share-price/SUDITI-INDUSTRIES-LTD./SUDTIND-B/521113
SBFL,https://www.bseindia.com/stock-share-price/Shree-Bhavya-Fabrics-Ltd/SBFL/521131
GEMSPIN,https://www.bseindia.com/stock-share-price/GEM-SPINNERS-INDIA-LTD./GEMSPIN/521133
EUREKAI,https://www.bseindia.com/stock-share-price/EUREKA-INDUSTRIES-LTD./EUREKAI/521137
ADITYASP,https://www.bseindia.com/stock-share-price/ADITYA-SPINNERS-LTD./ADITYASP/521141
PRIMEURB,https://www.bseindia.com/stock-share-price/PRIME-URBAN-DEVELOPMENT-INDIA-LTD./PRIMEURB/521149
DHANFAB,https://www.bseindia.com/stock-share-price/DHANLAXMI-FABRICS-LTD./DHANFAB/521151
SLSTLQ,https://www.bseindia.com/stock-share-price/SRI-LAKSHMI-SARASWATHI-TEXTILES-(ARNI)-LTD.-$/SLSTLQ/521161
ZODIACLOTH,https://www.bseindia.com/stock-share-price/ZODIAC-CLOTHING-CO.LTD./ZODIACLOTH/521163
SRMCL,https://www.bseindia.com/stock-share-price/SRI-RAMAKRISHNA-MILLS-(COIMBATORE)-LTD.-$/SRMCL/521178
SUPERSPIN,https://www.bseindia.com/stock-share-price/SUPER-SPINNING-MILLS-LTD./SUPERSPIN/521180
UNITEDTE,https://www.bseindia.com/stock-share-price/UNITED-TEXTILES-LTD./UNITEDTE/521188
SILINV,https://www.bseindia.com/stock-share-price/SIL-INVESTMENTS-LTD./SILINV/521194
SURYALAXMI,https://www.bseindia.com/stock-share-price/SURYALAKSHMI-COTTON-MILLS-LTD./SURYALAXMI/521200
SAMTEX,https://www.bseindia.com/stock-share-price/SAMTEX-FASHIONS-LTD.-$/SAMTEX/521206
DHANROTO,https://www.bseindia.com/stock-share-price/DHANALAXMI-ROTO-SPINNERS-LTD./DHANROTO/521216
