SCRIP NAME,Security Name,SECTOR,Open,52 Wk High,52 Wk Low,Turnover (Cr.),Mcap Full (Cr.),PE,PB,ROE
VIRAT,VIRAT INDUSTRIES LTD.,Consumer Discretionary,235.4,282.6,54.2,,120.52,83.29,5.05,6.07
