Stock,URL
HINDALCO,https://www.bseindia.com/stock-share-price/HINDALCO-INDUSTRIES-LTD./HINDALCO/500440
WSTCSTPAPR,https://www.bseindia.com/stock-share-price/WEST-COAST-PAPER-MILLS-LTD./WSTCSTPAPR/500444
HOCL,https://www.bseindia.com/stock-share-price/HINDUSTAN-ORGANIC-CHEMICALS-LTD./HOCL/500449
MPILCORPL,https://www.bseindia.com/stock-share-price/MPIL-CORPORATION-LTD./MPILCORPL/500450
PASUPTAC,https://www.bseindia.com/stock-share-price/PASUPATI-ACRYLON-LTD./PASUPTAC/500456
KORE,https://www.bseindia.com/stock-share-price/Kore-Foods-Ltd/KORE/500458
PGHH,https://www.bseindia.com/stock-share-price/PROCTER-&-GAMBLE-HYGIENE-&-HEALTH-CARE-LTD./PGHH/500459
MUKANDLTD,https://www.bseindia.com/stock-share-price/MUKAND-LTD./MUKANDLTD/500460
BBOX,https://www.bseindia.com/stock-share-price/Black-Box-Ltd/BBOX/500463
UCALFUEL,https://www.bseindia.com/stock-share-price/UCAL-FUEL-SYSTEMS-LTD./UCALFUEL/500464
HARRMALAYA,https://www.bseindia.com/stock-share-price/HARRISONS-MALAYALAM-LTD./HARRMALAYA/500467
FEDERALBNK,https://www.bseindia.com/stock-share-price/FEDERAL-BANK-LTD./FEDERALBNK/500469
TATASTEEL,https://www.bseindia.com/stock-share-price/TATA-STEEL-LTD./TATASTEEL/500470
SKFINDIA,https://www.bseindia.com/stock-share-price/SKF-India-Ltd/SKFINDIA/500472
ASHOKLEY,https://www.bseindia.com/stock-share-price/ASHOK-LEYLAND-LTD./ASHOKLEY/500477
CUMMINSIND,https://www.bseindia.com/stock-share-price/CUMMINS-INDIA-LTD./CUMMINSIND/500480
TATACOMM,https://www.bseindia.com/stock-share-price/TATA-COMMUNICATIONS-LTD./TATACOMM/500483
ABBOTINDIA,https://www.bseindia.com/stock-share-price/ABBOTT-INDIA-LTD./ABBOTINDIA/500488
BAJAJHLDNG,https://www.bseindia.com/stock-share-price/BAJAJ-HOLDINGS-&-INVESTMENT-LTD./BAJAJHLDNG/500490
BHARATFORG,https://www.bseindia.com/stock-share-price/BHARAT-FORGE-LTD./BHARATFORG/500493
ESCORTS,https://www.bseindia.com/stock-share-price/Escorts-Kubota-Ltd/ESCORTS/500495
HINDMOTORS,https://www.bseindia.com/stock-share-price/HINDUSTAN-MOTORS-LTD./HINDMOTORS/500500
LT,https://www.bseindia.com/stock-share-price/LARSEN-&-TOUBRO-LTD./LT/500510
