SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,Turnover (Lakh)
SUYOG,Suyog Telematics Ltd,X ,10.00,Telecom - Infrastructure,Telecommunication,384.95,388.0,388.0,380.05,386.7,488.0,323.5,461.30(20%),307.60(20%),,,,403,56.42,5.0,39.48,60.06,9.74,2.14,21.98,3.42
NATHBIOGEN,Nath Bio-Genes (India) Ltd,B ,10.00,Other Agricultural Products,Fast Moving Consumer Goods,177.4,178.9,178.9,174.05,175.86,396.0,151.05,210.50(20%),140.40(20%),,,,333.43,150.04,10.0,-35.43,-33.81,-4.95,0.62,-12.42,5.26
AGRITECH,Agri- Tech (India) Ltd,T ,10.00,Other Agricultural Products,Fast Moving Consumer Goods,86.75,86.75,91.0,82.45,86.28,142.65,41.55,92.25(5%),83.55(5%),,,,52.21,36.03,10.0,4.63,4.66,18.99,0.57,2.98,2.57
CHEMTECH,Chemtech Industrial Valves Ltd,B ,10.00,Industrial Machinery,Industrials,13.42,14.09,14.09,12.8,13.31,20.0,7.85,13.74(5%),12.44(5%),0.27,0.57,,15.04,4.51,10.0,-0.49,0.39,-26.85,1.63,-6.08,7.63
TAAZAINT,Taaza International Ltd,X ,10.00,Diversified Retail,Consumer Discretionary,25.65,24.65,25.3,24.65,25.24,78.3,7.52,26.50(5%),24.00(5%),,,,18.33,11.73,6.0,-0.17,-0.12,-146.61,2.53,-1.72,0.02
NIF100BEES,NIPPON INDIA ETF NIFTY 100,B ,10.00, ,-,183.54,183.0,184.47,182.11,183.32,207.0,159.23,219.87(20%),146.58(20%),,,,-,-,10.0,-,-,-,-,-,2.03
AGRIMONY,Agrimony Commodities Ltd,MT,10.00,Trading & Distributors,Services,8.47,8.05,8.47,8.05,8.09,12.52,3.12,8.45(5%),7.65(5%),4.76,6.5,,9.17,6.69,10.0,-,-,-,-,-,52.57
VIAANINDUS,Viaan Industries Ltd,XT,1.00,Houseware,Consumer Discretionary,0.86,0.83,0.89,0.82,0.83,2.03,0.7,0.89(5%),0.81(5%),3.15,2.65,,9.37,4.78,10.0,-0.12,-0.1,-7.25,-2.93,39.99,2.21
DENISCHEM,Denis Chem Lab Ltd,X ,10.00,Pharmaceuticals,Healthcare,68.55,69.7,69.7,67.7,69.16,95.6,49.2,83.00(20%),55.40(20%),0.2,,,96.03,58.58,10.0,4.51,8.66,15.33,1.44,9.43,1.06
POLYMAC,Polymac Thermoformers Ltd,M ,10.00,Plastic Products - Industrial,Industrials,36.0,36.0,36.2,36.0,36.11,43.9,17.1,43.35(20%),28.95(20%),0.47,0.18,,17.29,13.48,1.0,-,-,-,-,-,6.64
UNISHIRE,Unishire Urban Infra Ltd,M ,10.00,Residential- Commercial Projects,Consumer Discretionary,1.72,1.65,1.65,1.65,1.65,3.4,0.91,1.73(5%),1.57(5%),0.16,0.1,,4.02,3.26,10.0,-,-,-,-,-,0.17
LAXMIPATI,Laxmipati Engineering Works Ltd,M ,10.00,Ship Building & Allied Services,Industrials,37.0,36.0,36.0,36.0,36,38.5,25.0,43.20(20%),28.80(20%),0.67,0.3,,20.71,5.8,10.0,-,-,-,-,-,10.8
ETT,ETT Ltd,X ,10.00,Residential- Commercial Projects,Consumer Discretionary,35.75,37.5,37.5,34.0,36.14,39.35,20.5,39.35(5%),35.65(5%),0.51,0.96,,38.88,11.66,10.0,-0.16,1.18,-228.72,1.5,-0.66,34.78
KOTAKNIFTY,Kotak Mahindra Mutual Fund - Kotak Nifty ETF,B ,1.00, ,-,183.75,184.37,185.0,183.72,184.73,195.26,161.61,221.79(20%),147.86(20%),,,,-,-,1.0,-,-,-,-,-,1.77
HANSUGAR,Shree Hanuman Sugar & Industries Ltd,X ,10.00,Sugar,Fast Moving Consumer Goods,5.55,5.54,5.57,5.15,5.38,11.57,2.07,6.64(20%),4.44(20%),0.49,0.16,,10.25,8.4,10.0,-0.31,-0.31,-17.92,0.12,-0.68,0.88
KIRANVYPAR,Kiran Vyapar Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,152.8,150.5,157.0,150.5,154.16,175.0,115.0,184.50(20%),123.00(20%),0.13,0.24,,419.49,104.87,10.0,32.25,32.31,4.77,0.49,10.19,37.69
BCP,B.C. Power Controls Ltd,B ,2.00,Cables - Electricals,Industrials,4.4,4.61,4.65,4.48,4.59,8.94,3.36,5.42(20%),3.62(20%),1.08,1.64,,26.58,23.65,10.0,0.27,0.29,16.93,0.8,4.75,7.53
KCSL,Karnimata Cold Storage Ltd,M ,10.00,Diversified Commercial Services,Services,6.75,6.0,6.0,6.0,6,7.0,6.0,7.20(20%),4.80(20%),0.48,0.48,,3.05,2.41,10.0,-,-,-,-,-,2.88
RACE,Race Eco Chain Ltd,M ,10.00,Waste Management,Utilities,165.0,160.0,160.0,152.0,154.33,250.0,150.0,183.80(20%),122.60(20%),,,,251.74,138.46,10.0,-,-,-,-,-,5.79
MANGIND,Mangalam Industrial Finance Ltd,X ,1.00,Non Banking Financial Company (NBFC),Financial Services,4.15,4.15,4.3,4.01,4.2,9.78,2.41,4.64(10%),3.80(10%),11.23,2.49,,405.81,101.45,1.0,0.01,0.01,303.48,12.06,4.01,10.46
VFL,Viji Finance Ltd,B ,1.00,Non Banking Financial Company (NBFC),Financial Services,2.85,2.61,3.09,2.61,2.97,7.02,1.42,3.24(10%),2.66(10%),0.21,0.87,,24.34,11.44,10.0,0.04,0.05,73.86,2.09,2.83,2.57
PHOENIXTN,Phoenix Township Ltd,XT,10.00,Hotels & Resorts,Consumer Discretionary,46.0,45.1,47.0,43.75,45.01,64.55,13.1,47.50(5%),43.00(5%),,,,63.28,18.98,10.0,0.21,1.81,220.48,2.67,1.21,2.56
RAUNAQEPC,Raunaq EPC International Ltd,XT,10.00,Civil Construction,Industrials,20.85,21.85,21.85,21.85,21.85,31.15,20.65,22.90(5%),20.80(5%),,,,7.3,3.21,2.0,-8.75,-7.74,-2.5,0.74,-29.65,0.02
CPSEETF,CPSE ETF,A ,10.00, ,-,34.36,34.72,34.73,34.22,34.44,38.0,24.52,41.32(20%),27.55(20%),1.47,0.51,,-,-,10.0,-,-,-,-,-,17.59
HARIAAPL,Haria Apparels Ltd,X ,10.00,Other Textile Products,Consumer Discretionary,8.1,8.5,8.5,8.5,8.5,8.5,1.25,8.92(5%),8.08(5%),0.48,0.23,,13,5.46,10.0,0.26,0.48,32.33,4.03,12.47,1.97
JOONKTOLL,Joonktollee Tea & Industries Ltd,X ,10.00,Tea & Coffee,Fast Moving Consumer Goods,79.95,78.0,79.95,78.0,78.4,146.72,66.35,95.90(20%),64.00(20%),,,,66.23,15.9,10.0,-15.95,-7.55,-5.01,0.53,-10.59,0.1
RNBDENIMS,R&B Denims Ltd,B ,2.00,Other Textile Products,Consumer Discretionary,57.0,57.35,58.95,52.5,54.58,92.95,22.92,63.65(20%),42.45(20%),0.69,2.05,1.12,371.21,96.51,10.0,3.02,3.69,17.58,5.77,32.84,
GOLDLINE,Gold Line International Finvest Ltd,Z ,1.00,Investment Company,Financial Services,0.79,0.77,0.81,0.77,0.8,1.94,0.28,0.84(5%),0.76(5%),8.95,9.67,,41.68,39.18,10.0,-,-,833.54,0.78,0.09,7.69
SHARPINV,Sharp Investments Ltd,X ,1.00,Non Banking Financial Company (NBFC),Financial Services,1.88,1.95,1.95,1.8,1.9,6.97,0.52,2.09(10%),1.71(10%),2.67,2.17,,46,24.84,10.0,-,-,-22999.26,1.62,-0.01,4.12
WONDERLA,Wonderla Holidays Ltd,B ,10.00,Amusement Parks/ Other Recreation,Consumer Discretionary,267.4,269.6,282.15,265.05,274.38,282.15,196.2,336.15(20%),224.15(20%),0.15,0.61,1.68,1584.51,475.35,1.0,-1.68,5.12,-167.09,1.98,-1.18,
RESPONSINF,Response Informatics Ltd,XT,10.00,Software Products,Information Technology,45.05,42.8,42.8,42.8,42.8,58.7,8.39,44.90(5%),40.70(5%),0.13,,,32,9.28,10.0,0.48,0.52,89.38,17.69,19.77,0.08
GCMCAPI,GCM Capital Advisors Ltd,M ,10.00,Other Financial Services,Financial Services,4.5,4.05,4.48,4.05,4.21,9.54,2.9,5.37(20%),3.59(20%),,,,7.59,4.63,10.0,-,-,-,-,-,0.13
AFEL,A.F. Enterprises Ltd,X ,10.00,Trading & Distributors,Services,62.4,59.3,59.3,59.3,59.3,138.9,23.45,62.25(5%),56.35(5%),,,,76.58,37.52,5.0,0.89,1.94,66.76,4.15,6.22,1.27
INCREDIBLE,Incredible Industries Ltd,B ,10.00,Iron & Steel Products,Industrials,24.9,25.0,25.0,24.0,24.6,37.9,18.1,27.15(10%),22.25(10%),,,,115.51,28.88,10.0,0.76,1.96,32.43,0.95,2.93,1.1
WESTLEIRES,West Leisure Resorts Ltd,XT,10.00,Other Financial Services,Financial Services,118.25,112.35,112.35,112.35,112.33,447.0,97.85,117.95(5%),106.75(5%),,,,34.3,9.95,10.0,-0.49,-0.49,-231.16,1.84,-0.8,0.05
NAM,Nam Securities Ltd,X ,10.00,Other Financial Services,Financial Services,39.75,41.7,41.7,41.7,41.7,75.5,19.45,43.75(5%),39.65(5%),,,,22.48,5.62,10.0,1.01,1.15,41.45,2.11,5.1,0.09
METSL,Maestros Electronics & Telecommunications Systems Ltd,X ,10.00,Industrial Electronics,Industrials,52.35,54.5,54.5,52.35,52.89,81.95,40.65,63.05(20%),42.05(20%),,,,28.96,10.42,2.0,2.12,2.8,24.77,1.28,5.18,0.03
SPS,SPS Finquest Ltd,T ,10.00,Non Banking Financial Company (NBFC),Financial Services,108.95,113.8,113.8,105.25,107.69,145.9,62.0,110.75(5%),100.25(5%),,,,106.95,44.92,1.0,-,12.41,-,1.88,12.61,1.0
CCFCL,Classic Global Finance & Capital Ltd,Z ,1.00,Other Financial Services,Financial Services,0.44,0.42,0.46,0.42,0.43,0.56,0.33,0.48(5%),0.44(5%),0.13,0.12,,1.69,1.32,10.0,-,0.01,-,0.28,0.39,0.05
MONEYBOXX,Moneyboxx Finance Ltd,B ,10.00,Non Banking Financial Company (NBFC),Financial Services,179.85,180.0,185.0,175.0,180.15,218.9,64.15,184.35(5%),166.85(5%),,,,411,106.86,10.0,-1.59,-1.19,-110.46,11.91,-10.78,4.86
WORTH,Worth Investment & Trading Co Ltd,XT,10.00,Investment Company,Financial Services,36.3,36.3,36.3,34.6,36.25,81.9,18.05,36.30(5%),32.90(5%),,,,21.9,6.79,10.0,12.49,12.49,2.77,4.32,155.94,0.01
QUASAR,Quasar India Ltd,X ,10.00,Trading & Distributors,Services,8.62,8.19,8.19,8.19,8.1,12.31,5.75,8.59(5%),7.79(5%),0.16,,,4.38,2.94,10.0,-0.34,-0.34,-24.09,0.82,-3.41,0.0
TPROJECT,Thirani Projects Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,3.41,3.45,3.57,3.24,3.42,6.25,1.32,3.58(5%),3.24(5%),0.48,0.72,,6.89,5.51,10.0,0.06,0.06,61.76,0.37,0.59,2.44
AMARSEC,Amarnath Securities Ltd,XT,10.00,Non Banking Financial Company (NBFC),Financial Services,19.2,18.85,18.85,18.85,18,32.5,13.96,19.75(5%),17.95(5%),,,,5.66,2.66,10.0,0.2,0.21,94.26,1.43,1.51,0.0
CTL,Capital Trade Links Ltd,X ,1.00,Non Banking Financial Company (NBFC),Financial Services,9.48,9.3,9.85,9.25,9.64,21.57,5.05,10.06(5%),9.12(5%),0.15,,,48.89,29.33,5.0,0.25,0.26,38.36,2.81,7.43,0.26
TARINI,Tarini International Ltd,M ,10.00,Consulting Services,Services,5.17,5.68,5.68,4.66,4.75,23.75,4.45,5.12(10%),4.20(10%),0.27,1.41,,6.06,1.88,1.0,-,-,-,-,-,6.7
YAANENT,Yaan Enterprises Ltd,X ,10.00,Tour- Travel Related Services,Consumer Discretionary,23.75,23.75,23.75,23.05,23.74,30.95,18.0,27.65(20%),18.45(20%),,,,7.15,2.57,1.0,-0.75,-0.73,-30.8,2.01,-6.52,0.24
JTAPARIA,J. Taparia Projects Ltd,X ,10.00,Investment Company,Financial Services,5.93,6.22,6.22,6.22,6.22,10.04,1.27,6.53(5%),5.91(5%),,,,10.08,7.36,2.0,-,-,-1679.4,0.19,-0.01,0.55
RLFL,Ramchandra Leasing & Finance Ltd,XT,1.00,Non Banking Financial Company (NBFC),Financial Services,2.0,2.08,2.1,2.0,2.09,4.06,0.37,2.20(5%),2.00(5%),2.21,2.07,,10.74,9.45,1.0,-,-,647.23,1.96,0.3,4.31
GOLDCOINHF,Gold Coin Health Foods Ltd,XT,10.00,Packaged Foods,Fast Moving Consumer Goods,8.49,8.49,8.49,8.49,8.49,15.48,5.68,8.91(5%),8.07(5%),,,,2.55,1.55,1.0,-3.68,-3.61,-2.31,1,-43.38,0.03
BRPL,Bansal Roofing Products Ltd,B ,10.00,Iron & Steel Products,Industrials,62.35,63.6,64.8,58.35,60.57,106.2,27.1,64.65(10%),52.95(10%),,0.21,,77.52,20.93,10.0,-,1.65,-,3.9,9.63,12.42
ARMAN,Arman Holdings Ltd,X ,10.00,Investment Company,Financial Services,29.45,29.5,29.5,29.5,29,41.0,28.05,30.95(5%),28.05(5%),,,,15.37,11.53,10.0,0.04,0.05,698.68,2.33,0.33,0.0
SKIPPER,Skipper Ltd,B ,1.00,Heavy Electrical Equipment,Industrials,56.8,57.15,59.7,55.65,57.87,92.2,50.0,69.65(20%),46.45(20%),0.11,0.11,,596,166.88,10.0,2.79,7.51,20.83,0.81,3.89,6.21
ADARSH,Adarsh Mercantile Ltd,XT,10.00,Trading & Distributors,Services,5.9,6.01,6.01,6.01,6.01,6.01,5.9,6.31(5%),5.71(5%),,,,2.21,0.64,10.0,-0.38,-0.25,-15.89,0.33,-2.09,0.03
JAMESWARREN,James Warren Tea Ltd,X ,10.00,Tea & Coffee,Fast Moving Consumer Goods,215.95,223.95,223.95,209.0,209.87,299.75,181.85,262.55(20%),175.05(20%),,,,96.27,28.88,10.0,18.75,25.07,11.67,1.02,8.76,0.49
VISTARAMAR,Vistar Amar Ltd,X ,10.00,Other Food Products,Fast Moving Consumer Goods,222.95,219.05,230.25,212.05,217.17,259.9,58.4,239.15(10%),195.75(10%),,,,69.58,22.27,10.0,10.42,11.78,20.88,7.03,33.7,2.67
APOLLOTRI,Apollo Tricoat Tubes Ltd,A ,2.00,Iron & Steel Products,Industrials,960.65,967.0,987.0,964.5,978.07,999.9,650.0,"1,172.50(20%)",781.70(20%),0.91,0.95,9.26,5940.77,2613.94,10.0,20.17,23.47,48.43,13.38,27.63,
GULFOILLUB,Gulf Oil Lubricants India Ltd,A ,2.00,Lubricants,Energy,441.15,438.5,441.9,432.1,436,658.5,379.0,520.05(20%),346.75(20%),,,,2124.4,594.83,2.0,43.06,50.35,10.06,2.04,20.24,7.16
FRUTION,Fruition Venture Ltd,XT,10.00,Trading & Distributors,Services,9.1,9.1,9.3,9.1,9.28,14.75,7.51,9.76(5%),8.84(5%),,,,3.72,1.86,10.0,1.94,1.96,4.79,0.68,14.2,0.0
TRIVENIENT,Triveni Enterprises Ltd,X ,1.00,Trading & Distributors,Services,2.79,2.92,2.92,2.72,2.8,14.89,2.65,2.86(5%),2.60(5%),2.02,2.5,,15.63,15.16,2.0,0.17,0.17,15.71,1.55,9.86,7.01
BHANDERI,Bhanderi Infracon Ltd,MT,10.00,Residential- Commercial Projects,Consumer Discretionary,129.0,128.7,128.7,128.7,128.7,132.5,127.0,135.10(5%),122.30(5%),,,,26.12,11.23,10.0,-,-,-,-,-,1.54
TRIVIKRAMA,Trivikrama Industries Ltd,M ,10.00,Trading & Distributors,Services,9.13,8.22,8.22,8.22,8.22,9.13,5.5,9.86(20%),6.58(20%),0.36,,,5.85,4.62,10.0,-,-,-,-,-,0.66
QUANTBUILD,Quantum Build-Tech Ltd,X ,10.00,Residential- Commercial Projects,Consumer Discretionary,3.92,3.92,3.92,3.53,3.7,11.38,3.29,3.88(10%),3.18(10%),,,,8.85,3.45,10.0,-0.2,-0.2,-17.42,2.4,-13.83,0.02
TTIENT,TTI Enterprise Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,13.35,13.6,13.6,13.15,13.23,71.85,7.24,13.83(5%),12.53(5%),0.41,0.3,,33.48,25.11,1.0,0.02,0.02,586.39,1.25,0.21,4.02
VISHAL,Vishal Fabrics Ltd,B ,5.00,Garments & Apparels,Consumer Discretionary,24.6,24.3,24.95,23.8,24.21,49.12,23.3,29.40(20%),19.60(20%),0.29,0.41,,484.14,145.24,2.0,3.49,5.19,7.01,1.45,20.63,9.84
TOYAMIND,Toyam Industries Ltd,X ,1.00,Other Financial Services,Financial Services,9.65,9.9,9.9,9.4,9.6,19.78,2.25,10.37(10%),8.49(10%),3.97,3.18,,200.38,200.38,10.0,0.03,0.03,345.58,12.92,3.75,30.54
GAJANANSEC,Gajanan Securities Services Ltd,XT,10.00,Other Financial Services,Financial Services,10.0,10.5,10.5,10.0,10.1,10.5,10.0,10.50(5%),9.50(5%),,,,3.1,1.15,10.0,0.39,0.39,25.64,1.11,4.34,0.0
UNISON,Unison Metals Ltd,XT,10.00,Iron & Steel Products,Industrials,24.6,24.6,25.4,24.35,24.84,84.0,14.76,25.80(5%),23.40(5%),0.16,0.15,,39.41,15.76,10.0,0.62,2.07,39.57,2.16,5.45,3.62
RTFL,Real Touch Finance Ltd,Z ,10.00,Other Financial Services,Financial Services,14.25,14.25,14.96,14.25,14.24,31.9,6.44,14.96(5%),13.54(5%),,,,18.09,8.32,10.0,1.14,1.14,12.46,0.5,3.98,0.0
VRL,Vasundhara Rasayans Ltd,X ,10.00,Pharmaceuticals,Healthcare,134.85,137.0,138.25,135.0,136.81,187.7,97.4,165.70(20%),110.50(20%),,,,43.89,16.68,10.0,5.63,5.99,24.53,2.04,8.3,0.72
SNOWMAN,Snowman Logistics Ltd,B ,10.00,Logistics Solution Provider,Services,31.45,31.8,32.15,31.5,31.74,49.0,24.4,37.95(20%),25.35(20%),0.83,0.37,,528.83,312.01,10.0,0.18,3.29,178.6,1.25,0.7,11.79
QGO,QGO Finance Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,24.0,24.5,24.5,23.0,23.04,33.5,19.65,25.85(10%),21.15(10%),,,,16.34,5.88,10.0,1.34,1.4,17.52,1.41,8.05,0.82
PURSHOTTAM,Purshottam Investofin Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,14.09,14.09,14.09,14.09,14.06,28.48,7.71,15.49(10%),12.69(10%),,,,8.85,8.85,10.0,6.76,7.03,2.08,0.29,13.82,0.0
HCLTD,Hind Commerce Ltd,X ,10.00,Trading & Distributors,Services,3.63,3.81,3.81,3.81,3.8,3.81,3.46,4.00(5%),3.62(5%),,,,1.14,0.79,10.0,2.27,2.27,1.68,0.08,4.66,0.0
SHARDACROP,Sharda Cropchem Ltd,A ,10.00,Pesticides & Agrochemicals,Commodities,529.7,526.9,534.9,522.1,527.94,767.7,287.75,632.70(20%),421.80(20%),0.38,0.32,1.66,4756.88,1189.22,1.0,22.37,49.65,23.56,2.75,11.66,
SIROHIA,Sirohia & Sons Ltd,MT,10.00,Trading & Distributors,Services,8.66,8.66,8.66,8.66,8.66,9.11,8.66,9.09(5%),8.23(5%),0.1,0.1,,8.88,2.13,10.0,-,-,-,-,-,0.87
NAYSAA,Naysaa Securities Ltd,M ,10.00,Non Banking Financial Company (NBFC),Financial Services,111.05,105.5,105.5,105.5,105.5,111.05,21.0,110.75(5%),100.25(5%),,,,36.68,19.07,10.0,-,-,-,-,-,4.22
CITYONLINE,City Online Services Ltd,Z ,10.00,Telecom - Cellular & Fixed line services,Telecommunication,4.45,4.67,4.67,4.67,4.67,8.45,3.15,4.90(5%),4.44(5%),,,,2.41,2.05,5.0,-1.17,-0.15,-4,-4.92,122.56,0.1
SENSEXBEES,Nippon India ETF S&P BSE Sensex,A ,10.00, ,-,641.37,640.21,643.91,639.05,642.56,730.0,545.3,767.42(20%),511.61(20%),,,,-,-,10.0,-,-,-,-,-,5.24
SHEMAROO,Shemaroo Entertainment Ltd,B ,10.00,Media & Entertainment,Consumer Discretionary,113.75,115.4,124.0,115.4,119.61,177.7,92.5,141.95(20%),94.65(20%),,0.12,,321.57,109.33,2.0,2.83,5.11,41.81,0.55,1.31,14.75
ULTRACAB,Ultracab (India) Ltd,X ,2.00,Cables - Electricals,Industrials,21.4,21.35,22.0,20.8,21.21,34.0,16.64,25.55(20%),17.05(20%),0.72,0.36,,203.25,75.2,10.0,0.33,0.41,64.69,7.77,12.01,7.59
RCCL,Rajasthan Cylinders & Containers Ltd,X ,10.00,Packaging,Industrials,29.4,29.4,29.4,29.4,29.39,31.45,12.4,30.85(5%),27.95(5%),,,,9.88,3.06,10.0,11.9,13.63,2.47,0.56,22.58,0.01
ETIL,Econo Trade (India) Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,7.25,7.85,7.85,7.24,7.43,13.7,3.83,8.43(10%),6.91(10%),,,,14.32,11.17,10.0,0.4,0.4,19.12,0.37,1.91,0.06
ATISHAY,Atishay Ltd,X ,10.00,Software Products,Information Technology,36.65,37.4,37.4,35.05,36.58,65.75,25.6,44.60(20%),29.80(20%),,,,40.85,10.21,10.0,0.1,1.46,361.51,1.13,0.31,0.85
SUCHITRA,Suchitra Finance & Trading Company Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,57.0,54.5,54.5,54.5,54.5,74.75,38.95,57.20(5%),51.80(5%),,,,50.81,18.8,10.0,8.1,8.21,6.73,0.45,6.71,0.16
DHABRIYA,Dhabriya Polywood Ltd,B ,10.00,Plastic Products - Industrial,Industrials,116.45,112.1,127.5,112.05,120.75,130.4,58.0,138.70(10%),113.50(10%),,0.11,,136.49,35.49,10.0,0.92,3.07,136.63,3.33,2.44,12.99
ARYACAPM,Aryaman Capital Markets Ltd,M ,10.00,Investment Company,Financial Services,34.6,41.5,41.5,41.5,41.5,41.5,22.75,49.80(20%),33.20(20%),,,,49.71,12.92,10.0,-,-,-,-,-,1.04
PDSL,PDS Ltd,B ,10.00,Trading - Textile Products,Consumer Discretionary,1726.75,1749.5,1749.5,1697.3,1712.5,2099.95,1133.95,"2,052.75(20%)","1,368.55(20%)",,,,4464.24,1205.34,10.0,25.59,26.83,66.84,22.1,33.07,4.23
HANMAN,Hanman Fit Ltd,M ,10.00,Amusement Parks/ Other Recreation,Consumer Discretionary,2.84,2.84,2.98,2.84,2.91,3.31,1.39,3.27(10%),2.69(10%),,,,3.13,1.38,10.0,-,-,-,-,-,0.24
VGCL,Vibrant Global Capital Ltd,B ,10.00,Non Banking Financial Company (NBFC),Financial Services,52.6,52.0,52.4,50.0,50.89,76.5,43.5,57.35(10%),46.95(10%),,,,119.46,34.64,10.0,19.8,19.8,2.63,1.47,55.95,0.06
STARLIT,Starlit Power Systems Ltd,B ,10.00,Batteries - Automobile,Consumer Discretionary,8.75,7.12,9.0,7.12,8.39,20.5,7.12,10.50(20%),7.00(20%),,,,8.81,6.25,1.0,-2.32,-1.33,-3.78,-0.59,15.57,0.59
CEINSYSTECH,Ceinsys Tech Ltd,B ,10.00,Computers - Software & Consulting,Information Technology,142.9,144.0,144.1,138.0,141.73,253.25,122.8,166.00(20%),110.70(20%),,,,213.49,38.43,10.0,4.97,6.86,27.83,1.34,4.8,5.19
PANACHE,Panache Innovations Ltd,X ,10.00,Trading & Distributors,Services,18.5,18.55,19.0,17.6,18,44.5,13.01,18.50(5%),16.80(5%),0.24,,,7.75,5.19,10.0,0.02,0.15,774.84,2.31,0.3,0.47
JSHL,JLA Infraville Shoppers Ltd,M ,10.00,Internet & Catalogue Retail,Consumer Discretionary,2.34,2.33,2.33,2.3,2.32,4.99,2.15,2.53(10%),2.07(10%),0.1,0.15,,1.49,1.49,10.0,-,-,-,-,-,0.35
CRANEINFRA,Crane Infrastructure Ltd,X ,10.00,Residential- Commercial Projects,Consumer Discretionary,8.98,8.98,9.42,8.61,9.3,11.27,5.43,9.89(5%),8.95(5%),,,,6.82,3.55,10.0,0.63,0.81,15.06,0.24,1.61,0.8
NIYOGIN,Niyogin Fintech Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,34.8,36.3,36.3,33.7,35.6,117.8,30.0,42.65(20%),28.45(20%),0.93,0.24,,335.29,204.53,10.0,-0.45,-0.37,-79.8,1.16,-1.46,8.7
ASIACAP,Asia Capital Ltd,XT,10.00,Non Banking Financial Company (NBFC),Financial Services,15.8,16.55,16.55,16.55,16,16.55,16.55,17.35(5%),15.75(5%),,,,5.12,1.28,1.0,0.59,0.59,28.18,1.15,4.09,0.0
AKASHDEEP,Akashdeep Metal Industries Ltd,XT,10.00,Non Banking Financial Company (NBFC),Financial Services,89.35,93.5,93.8,92.25,93.75,93.8,33.0,98.25(5%),88.95(5%),0.17,0.69,,98.3,33.42,10.0,0.54,0.79,173.58,3.79,2.19,64.56
CIL,Citizen Infoline Ltd,XT,10.00,Print Media,Consumer Discretionary,14.28,14.0,14.27,13.57,13.83,36.75,3.89,14.85(5%),13.45(5%),,,,7.64,3.28,10.0,-0.12,-0.12,-119.33,1.67,-1.4,0.06
GBFL,Goenka Business & Finance Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,7.57,7.75,8.25,7.5,7.88,24.44,4.35,8.99(10%),7.37(10%),0.17,0.36,,10.63,9.04,10.0,0.51,0.52,16.18,0.37,2.27,2.86
GILADAFINS,Gilada Finance & Investments Ltd,X ,5.00,Non Banking Financial Company (NBFC),Financial Services,16.3,17.0,17.0,15.2,15.75,35.5,6.33,17.95(10%),14.75(10%),,,,22.97,9.42,10.0,0.94,0.96,17.44,1.15,6.58,0.88
BUDGE BUDGE,Budge Budge Company Ltd,X ,10.00,Jute & Jute Products,Commodities,10.0,10.5,10.5,10.5,10,10.5,10.0,11.02(5%),9.98(5%),,,,6.7,1.74,10.0,0.27,7.99,39.42,0.44,1.1,0.0
JETINFRA,Jet Infraventure Ltd,M ,10.00,Residential- Commercial Projects,Consumer Discretionary,62.0,64.5,64.5,64.5,64.5,109.8,60.0,77.40(20%),51.60(20%),,,,13.52,4.46,10.0,-,-,-,-,-,1.29
SAPPL,Shree Ajit Pulp And Paper Ltd,X ,10.00,Paper & Paper Products,Commodities,310.0,325.5,325.5,306.0,310.86,414.0,253.05,369.10(20%),246.10(20%),,,,164.77,67.56,10,46.77,60.45,6.58,0.86,13.05,0.63
AANCHALISP,Aanchal Ispat Ltd,T ,10.00,Iron & Steel Products,Industrials,12.18,12.5,12.5,11.65,11.98,24.5,4.55,12.43(5%),11.25(5%),0.13,0.11,,24.69,8.64,10,-1.69,-1.4,-6.99,0.53,-7.54,1.28
CAPPIPES,Captain Pipes Ltd,M ,10.00,Plastic Products - Industrial,Industrials,143.0,136.0,150.15,136.0,147.59,150.15,34.05,157.65(5%),142.65(5%),,0.23,,62.44,15.61,10,-,-,-,-,-,33.21
MEL,Meenakshi Enterprises Ltd,X ,10.00,Non Banking Financial Company (NBFC),Financial Services,12.9,12.7,13.49,12.7,13.26,23.2,7.43,16.08(20%),10.72(20%),,,,16.62,12.63,10,0.02,0.02,806.6,1.43,0.18,0.21
INTELLECT,Intellect Design Arena Ltd,A ,5.00,Computers - Software & Consulting,Information Technology,619.05,624.15,627.2,609.0,615.84,986.0,564.0,672.45(10%),550.25(10%),0.33,0.45,2.78,8252.45,5281.57,10,13.97,19.36,43.76,5.67,12.96,
